Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-494.8373	-550.8878	56.05049	13.21612	1.785396	0.0107132	0.00852758	0.0153789	0.00082397	0.0097921	0.00294049	0.00226177	0.0104798	0.00607931	0.00763276	0.000446659	0.00854807	0.0144192	0.000311198	0.00312099	0.0249666	0.00386635	0.00616535	0.000465668	0.00170398	0.00915794	0.00543136	0.0288611	0.00352082	0.0120627	0.0052751	0.0142647	0.0134772	0.00577791	0.00297781	0.00270948	0.0170888	0.00932568	0.00569123	0.00528385	0.00113765	0.0402318	0.00667739	0.0103165	0.00822164	0.00987905	7.48323e-05	0.0087793	0.00111056	0.000513627	0.0168202	0.000808662	0.000645501	0.0102112	0.0104409	0.000632913	0.0105298	0.0127871	0.00381323	0.0362933	0.00124813	0.00839754	0.0105642	0.00253673	0.0167433	0.00174903	0.0402619	0.0170183	0.0169364	0.0117239	0.000903485	0.00511802	0.00383542	0.00286858	0.0195242	0.00865303	0.00598341	0.00589923	0.0170441	0.012117	0.0544893	0.000777814	0.00238396	0.00724819	0.00387058	0.0430809	0.00572039	0.00251314	0.00134022	0.0299787	0.00372499	0.0247814	0.0408223	0.000858902	0.00154472	0.00144376	0.00234564	0.00103549	0.00111164	0.00540058	0.0238278	0.0348335	0.00197452	0.00535858	0.00359426	0.0105368	-0.01845018	0.0479552	0.00119022	0.0810177	0.0106749	0.09469	0.0184388	0.0136458	0.0518544	0.138545	0.046459	0.0499631	0.186675	0.0597528	0.0879813	0.111157	0.4973485	7	68.03396	0.04940217	0.266238	0.630063	1.06356	2.04014	0.23211	0.221719	0.201491	0.181955	0.109858	0.0528673	0.4788983	1.038526
100	-503.0005	-528.8587	25.85816	15.90834	3.358183	0.00691881	0.0160353	0.000935949	0.0165602	0.0147298	0.00119229	0.0149599	0.0131078	0.0244955	0.00221727	0.0108256	0.0131976	0.00149091	0.00462958	0.0276148	0.00117667	0.00348926	0.00265354	0.00327741	0.00873055	0.00105202	0.0235436	0.00244259	0.0216685	0.0296286	0.0364085	0.00691319	0.00836326	0.00820908	0.00966723	0.00858389	0.00737669	0.00571405	0.00238401	0.00666981	0.000427031	0.00169647	0.00312773	0.0051162	0.00130708	0.00223912	0.0566094	0.00263755	0.0164416	5.43172e-05	0.0151387	0.00340545	0.00630571	0.00180715	0.00629684	0.0106293	0.00600469	0.0506987	0.000222383	0.0269645	0.0148438	0.00432732	0.00471009	0.00106858	0.00304697	0.0322953	0.00654651	0.00113259	0.00456131	0.00982662	0.0423384	0.0420056	0.0478607	0.00306394	0.000692725	0.0133283	0.0212435	0.000165739	0.000749192	0.000732982	0.0217796	0.00298804	0.013899	0.00898194	0.00107929	0.0470661	0.0229382	0.0173838	0.0301223	0.0108255	0.0183995	0.0391436	0.00159383	0.00925837	0.00103841	0.0168769	0.0271189	0.00492509	0.0009219	0.0026352	0.00185379	0.0357368	0.00222671	0.0487503	0.00105439	0.01122985	0.0004273905	0.0143506	0.0177814	0.228063	0.0199853	0.0601288	0.00866781	0.0814097	0.0554837	0.0606109	0.0536822	0.0168567	0.103123	0.114651	0.0914799	0.0737255	0.5000723	11	71.77344	0.01891782	0.415204	0.749611	1.08379	1.75139	0.20281	0.197911	0.293054	0.122004	0.10259	0.0816309	0.5004997	0.9991461
200	-521.2233	-529.0944	7.871095	9.023239	4.040743	0.00690443	0.00921257	0.00179871	0.037426	0.0143521	0.00940829	0.0108496	0.00291673	0.0238119	0.0046276	0.00550449	0.00269221	0.000591368	0.00195206	0.00238817	0.00198473	0.000366587	0.0497249	0.00483001	0.0107276	0.0231067	0.0259583	0.00230513	0.00493597	0.0119118	0.00131191	0.0174076	0.000753803	0.00738533	0.00117282	0.0060186	0.00935979	0.01244	0.00286491	0.00758849	0.0045662	0.00738819	0.00504451	0.0121772	0.00442209	0.00255194	0.019383	0.00903203	0.039541	0.00407287	0.00919792	0.00497564	0.024787	0.0151633	0.000322308	0.0589399	0.0206457	0.0100656	0.000356768	0.00936468	0.00483361	0.0202682	0.00402044	0.00397197	0.0439055	0.0293692	0.00588954	0.041427	0.000199635	0.0260474	0.00944132	0.0484555	0.0276319	0.0221426	0.00321825	0.00643037	0.0495068	0.00363576	0.0392549	0.000624105	0.00259584	0.008741	0.00686847	0.00158564	0.00354191	0.0253399	0.011488	0.056948	0.0288957	0.00566196	0.050452	0.0253297	0.0208557	0.0278224	0.00676097	0.0205396	0.0151457	0.00255007	0.0104408	0.00371814	0.00293719	0.0335554	0.0137348	0.0363418	0.0490508	0.01439716	-0.01496566	0.0700931	0.0109798	0.224233	0.0251993	0.0125588	0.0105164	0.0423703	0.05652	0.0168409	0.0192947	0.0150286	0.17288	0.0754221	0.193022	0.0550412	0.3129632	9	68.1329	0.03921883	0.456586	0.776606	1.08439	1.68241	0.204917	0.226533	0.17972	0.144662	0.14939	0.0947779	0.2979975	1.050221
300	-530.7268	-545.0355	14.30866	3.54801	2.620493	0.00693646	0.0190358	0.0071571	0.0220707	0.000377717	0.00313168	0.0103328	0.00104126	0.0202874	0.0144718	0.00104578	0.0202437	0.00903263	0.000104492	0.0230616	0.000358584	0.0359515	0.027674	0.0149099	0.0318117	0.00142414	0.0001603	0.0600078	0.0485081	0.0190365	0.00937229	0.0226485	0.00873969	0.0851606	0.0156637	0.0244468	0.0319131	0.0149712	0.0575338	0.00216018	0.00467165	0.0367233	0.0090807	3.77709e-05	0.0147793	0.00241921	0.0250238	0.0200416	0.0108937	0.00350416	0.00112686	0.0155524	0.0157831	0.0172168	0.0392836	0.0291289	0.0256866	0.00775303	0.00951805	0.00473333	0.035331	0.00920041	0.00681208	0.0199248	0.00199479	0.000315876	0.00845615	0.00528393	0.0849974	0.0164793	0.00349337	0.0377318	0.00117032	0.019202	0.0245654	0.0126388	0.0080794	0.000348549	0.00652202	0.00789516	0.0875041	0.0100013	0.00620062	0.00690865	0.0212175	0.0462901	0.00475891	0.00944704	0.0102724	0.00507813	0.0362862	0.0039626	0.0176956	0.0273178	0.0079413	0.000676316	0.0160489	0.0164349	0.035771	0.0478334	0.00733498	0.0139875	0.0225816	0.0077921	0.00570984	0.02026977	-0.06129729	0.0461073	0.00110949	0.0974331	0.061116	0.0453476	0.0198005	0.0969301	0.102995	0.0252374	0.106837	0.0288132	0.0863936	0.0714077	0.111315	0.0991569	0.384559	20	70.77955	0.04453246	0.357591	0.708086	1.07987	1.85445	0.156421	0.209875	0.174349	0.169698	0.152707	0.136951	0.3232617	1.189621
400	-527.4238	-546.558	19.13419	7.613138	4.843707	0.0027787	0.0136512	0.0160952	0.10063	0.0217611	0.00751422	0.00379526	0.00535631	0.0389513	0.0802222	0.00445386	0.00669391	0.052808	0.0293369	0.0170531	0.0298052	0.0252935	0.000777761	0.00730241	0.0142705	0.00289091	0.00845735	0.00496064	0.0262943	0.0136528	0.000183852	0.0191689	0.000310755	0.0438833	0.0093033	0.00165653	0.0147279	0.0156537	0.00766829	0.0081061	0.00078449	0.0222293	0.00881183	0.0473873	0.00228156	0.00998287	0.0365813	0.00252563	0.0360834	0.0194674	0.0164967	0.00938808	0.00521776	0.012338	0.025513	0.0504915	0.0768733	0.0318468	0.0212196	0.0337727	0.00371017	0.0132754	0.0202013	0.00642001	0.01976	0.00509263	0.0106683	0.00645761	0.00626411	0.0392797	0.0311801	0.0406741	0.00310332	0.00238921	0.00869866	0.00860609	0.000738014	0.00918158	0.0385146	0.00996691	0.00282014	0.0448172	0.00339161	0.0377112	2.08387e-05	0.0394644	0.0256896	0.00402336	0.0148403	0.038863	0.00784943	0.0608224	0.0114321	0.102866	0.0109771	0.0186059	0.000889072	0.0145906	0.00210449	0.0191764	0.00295691	0.0618933	0.00240827	0.0307346	0.0176422	0.01799971	0.01961304	0.0198676	0.0232648	0.172376	0.0150648	0.0777231	0.00721172	0.0228217	0.0221743	0.0646749	0.0288496	0.00405363	0.139828	0.0546441	0.151724	0.195722	0.5161175	20	61.05022	0.05358636	0.495454	0.800117	1.08356	1.62087	0.190105	0.247624	0.212559	0.152919	0.103376	0.0934177	0.5357306	0.9633901
500	-476.6395	-542.8727	66.2333	11.3593	3.903345	0.010104	0.0151625	0.00912185	0.00745839	0.0022016	0.0105919	0.00253212	0.00159984	0.00538997	0.0128559	0.000874059	0.000118187	0.0255613	0.00798459	0.00337426	0.00291913	0.00158042	0.00979891	0.0374169	0.00476667	0.00375756	0.00327111	0.0386438	0.00237365	0.0133212	0.00575572	0.004385	0.000821914	0.0176399	0.00606797	0.0027902	0.0158008	0.00261681	0.00588862	0.00687459	0.00459632	0.0707704	0.00123147	0.0380024	7.30891e-05	0.003831	0.0263478	0.00423068	0.00483998	0.00829687	0.000140564	0.00166178	0.00357443	0.00952791	0.00253595	0.00558956	0.00074934	0.00598905	0.0126656	0.0208074	0.0103189	0.0087056	0.00599148	0.020232	0.0009107	0.0385483	0.0109233	0.00246945	0.00821369	0.00463925	0.00697517	0.00855871	0.00300034	0.00253874	0.0342117	0.00755563	0.0114283	0.00538606	0.0178645	0.00267831	0.0233154	0.000239723	0.000993575	0.0152901	0.0163896	0.0499626	0.00774113	0.0103063	0.0123757	0.0101407	0.0086563	0.00570551	0.00814689	0.0160497	0.00210566	0.00176874	0.0128074	0.00169413	0.00244987	0.00147768	0.00439076	0.00149064	0.00324923	0.0411609	0.0162549	0.01071714	-0.06901104	0.0488004	0.0176658	0.111563	0.0236618	0.0414842	0.00747702	0.0552721	0.0557822	0.0461039	0.0608606	0.0407787	0.0686833	0.0479008	0.0479349	0.326031	0.3494104	15	71.9155	0.05162329	0.448972	0.771799	1.0844	1.69482	0.202152	0.222991	0.215862	0.142838	0.130532	0.0856252	0.2803993	1.246117
600	-520.1559	-549.9179	29.76193	12.10675	3.840391	0.029487	0.0111301	0.0324877	0.0814824	0.00775164	0.00788659	0.00557496	0.0130684	0.0175754	0.0549085	0.0378531	0.0015239	0.00173785	0.00680586	0.000315358	0.00905789	0.00865881	0.000761993	0.0184177	0.0226392	0.00790682	0.00675741	0.00212677	0.0327953	0.0017829	0.0318295	0.0128876	0.00573178	0.0157321	0.0071132	0.00624412	0.00413906	0.0126726	0.00630425	0.0172129	0.00664832	0.000750025	0.0108545	0.0153446	0.00428527	0.0107415	0.0459794	0.0100557	0.0416191	0.0256378	8.53414e-05	0.0108571	0.00128672	0.000567694	0.000319322	0.00449821	0.0813665	0.0139671	0.0359075	0.0078417	0.00561169	0.00788835	0.0125239	0.000807555	0.00358702	0.00433459	0.00573595	0.00484286	0.00487118	0.0204527	0.0159075	0.07207	0.00491099	0.0112939	0.0099322	0.00973072	0.0214556	0.00455901	0.022188	0.0385343	0.0431332	0.000753725	0.0197935	0.024607	0.00843293	0.0244008	0.0324565	0.0245159	0.012461	1.61087e-06	0.0046546	0.12294	0.0106612	0.0014147	0.00115202	0.000574642	0.00377026	0.0124061	0.000515179	0.00574958	0.0160606	0.0344321	0.017142	0.0132726	0.00979526	0.01853701	-0.03193898	0.058002	0.00213619	0.0899765	0.0967632	0.0470053	0.0106941	0.0453144	0.0566539	0.0607436	0.0986897	0.0847563	0.0683903	0.0522764	0.113221	0.115377	0.3608647	18	72.21394	0.04185264	0.445373	0.769502	1.08439	1.70073	0.164195	0.284838	0.192988	0.106327	0.172982	0.0786696	0.3289258	1.097101
700	-523.1244	-552.4284	29.30393	4.57517	3.7271	0.00565819	0.00810496	0.0343947	0.0246606	0.003999	0.00184361	0.00288846	0.0151113	0.0418159	0.0109585	0.00721803	0.0183656	0.0267961	0.0045786	0.00642149	0.0643205	0.000160326	0.0103602	0.0055409	0.0209075	0.000979539	0.00456168	0.0101695	0.00923416	0.0221396	0.0137509	0.0130843	0.00634764	0.0118508	0.000612358	0.0314399	0.0318495	0.00418536	0.0205407	0.00921731	0.0148392	0.00565152	0.00208279	0.0198951	0.0229977	0.0407603	0.0647261	0.000355031	0.0181466	0.0324118	0.00258239	0.0147473	0.0600736	0.000529267	0.0126078	0.000628186	0.00257451	0.0109096	0.0156343	0.00060103	0.00263598	0.0187152	0.00800048	0.0102408	0.000431892	0.0119638	0.00239481	0.000794754	0.0027683	0.000305942	0.035679	0.0240284	0.0286328	0.0013445	0.0361538	0.0210099	0.0160731	0.0254641	0.00949748	0.0186551	0.00566354	0.00237956	0.00089476	0.0105267	0.09537	0.000671487	0.00273201	0.00272307	0.00595009	0.00727455	0.00904592	0.0388079	0.0496731	0.00800991	0.0102202	0.0282794	0.0274143	0.0212382	0.0168321	0.0986894	0.00513227	0.0338763	0.022941	0.00220818	0.0011301	0.01732779	0.03610453	0.0179416	0.006573	0.066281	0.0518192	0.128398	0.00405251	0.111358	0.0391469	0.0676133	0.0360658	0.0258357	0.114556	0.0664549	0.13885	0.125055	0.4508152	11	61.75061	0.04613283	0.438712	0.76521	1.08433	1.71174	0.194512	0.189073	0.254375	0.106192	0.168676	0.0871731	0.4869197	0.9258512
800	-514.4151	-548.8568	34.44168	13.50209	3.252902	0.0108241	0.00326495	4.83221e-07	0.0185884	0.000442224	0.0197118	0.00202779	0.0318982	0.0181863	0.00407446	0.00794573	0.0102303	0.0654576	0.0356895	0.00213916	0.0158449	0.00269576	0.000805737	0.065035	0.0499616	0.0691437	0.00295521	0.00295075	0.00154357	0.00404621	0.000625455	0.0125125	0.0154636	0.0145536	0.00362564	0.00507522	0.00575425	0.00107631	0.00234427	0.00871949	0.000455909	2.30275e-05	0.00146362	0.0308013	0.00453847	0.000306501	0.0546038	0.00348668	0.0228437	0.00233929	0.0225979	0.0088529	0.0210502	0.0274964	0.0604093	0.000792475	0.0185674	0.0355432	0.0280112	0.00137487	0.010539	0.0155857	0.00330722	0.00438059	0.00734954	0.0123919	0.012173	0.00266822	0.0794568	0.00331501	0.00846031	0.0329839	0.0374415	0.000870158	0.0267941	0.00918665	0.0110425	0.00692718	0.00977616	0.0104869	0.00523817	0.0203748	0.0101925	0.0189781	0.0585037	0.0414089	0.0225954	0.00544654	0.00479054	0.00316914	0.000595966	0.0349498	0.010982	0.030756	0.00270056	0.00748424	0.00215634	0.00938819	0.0130489	0.00477502	0.0217152	0.0402131	0.0155727	0.00590449	0.0322205	0.01940074	0.03074177	0.0252445	0.00794146	0.190338	0.0535165	0.0256896	0.0127834	0.0308161	0.0302683	0.0500142	0.0702139	0.027891	0.11735	0.0434727	0.110563	0.203897	0.380984	18	65.77643	0.04945628	0.407928	0.744634	1.08351	1.76393	0.132639	0.305906	0.181664	0.0978326	0.171734	0.110224	0.4117258	0.9253344
900	-512.433	-547.5424	35.10942	9.71701	3.118523	0.00738673	0.0132487	0.0184635	0.054948	0.0469854	0.0266264	0.00676355	0.00384689	0.0138466	0.00286133	0.0117834	0.000152599	0.0542004	0.0151862	0.00991551	0.00229281	0.00560795	0.00229016	0.0146547	0.00850357	0.0375289	0.000810418	0.0127718	0.053664	0.00684525	0.012674	0.00603121	0.0137275	0.0227049	0.0119917	0.00172197	0.0679603	0.0242106	0.00227914	0.00263788	0.00227623	0.0314681	0.0016227	0.00428127	0.00339868	0.000862425	0.0167128	0.0167881	0.0389245	0.00529969	0.000240948	0.00410819	0.00381097	0.00816895	0.00382391	0.0200655	0.0141673	0.00806261	0.00583079	0.0327232	0.000840732	0.0555705	0.000765657	8.02142e-05	0.0123363	0.00482852	0.019267	0.00966174	0.0253236	0.0317291	0.0223585	0.000178486	0.00242261	0.0182169	0.022632	0.000954844	0.0170981	0.0325881	0.00331169	0.0140228	0.0103476	0.0146001	0.00230076	0.00201117	0.00766797	0.020942	0.116507	0.00481614	0.0243576	0.003491	0.0493421	0.00914416	0.00663746	0.0325422	0.000458899	0.0100564	0.0514532	0.0119841	0.000432702	0.0314804	0.0369391	0.000395701	0.00263248	0.00961413	0.00535451	0.01627775	0.0132615	0.0243262	0.00579317	0.158542	0.0114561	0.0623368	0.0056948	0.0360457	0.0205364	0.123759	0.0154319	0.0235779	0.154167	0.0676081	0.139232	0.151492	0.3666919	17	67.91249	0.05401489	0.398228	0.737886	1.08304	1.78084	0.172894	0.26248	0.165879	0.152888	0.174493	0.0713653	0.3799534	0.965097
